year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade
2015,Devante Davis,Devante,Davis,WR,6,3.0000,75.0000,220,0.0000,0.0000,4.5700,0.0000,0.0000,4.1200,7.2500,35.5000,115,16,0,UNLV,,0,0,0,5.2
2015,Geremy Davis,Geremy,Davis,WR,6,2.0000,74.0000,216,0.0000,0.0000,0.0000,0.0000,0.0000,4.1800,6.8600,36.5000,124,23,0,Connecticut,,0,0,0,4.8
2015,Mike Davis,Mike,Davis,RB,5,9.0000,69.0000,217,0.0000,0.0000,4.6100,0.0000,0.0000,4.1800,7.0000,34.0000,116,17,0,South Carolina,,0,0,0,5.4
2015,Titus Davis,Titus,Davis,WR,6,1.0000,73.0000,196,0.0000,0.0000,4.5100,0.0000,0.0000,4.2800,7.1400,32.5000,119,0,0,Central Michigan,,0,0,0,5.4
2015,Tyeler Davison,Tyeler,Davison,DT,6,2.0000,74.0000,316,0.0000,0.0000,5.1800,0.0000,0.0000,4.4600,7.5300,33.0000,105,32,0,Fresno St.,,0,0,0,5.5
2015,Paul Dawson,Paul,Dawson,ILB,6,0.0000,72.0000,235,0.0000,0.0000,4.9300,0.0000,0.0000,4.4900,0.0000,28.0000,109,21,0,TCU,,0,0,0,6.0
2015,Ryan Delaire,Ryan,Delaire,DE,6,4.0000,76.0000,254,0.0000,0.0000,4.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0,23,0,Towson,,0,0,0,5.0
2015,Trey DePriest,Trey,DePriest,ILB,6,0.0000,72.0000,254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Alabama,,0,0,0,5.1
2015,A.J. Derby,A.J.,Derby,TE,6,4.0000,76.0000,255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,0,Arkansas,,0,0,0,5.3
2015,Xzavier Dickson,Xzavier,Dickson,OLB,6,3.0000,75.0000,260,0.0000,0.0000,4.7400,0.0000,0.0000,4.5300,7.5600,29.5000,100,19,0,Alabama,,0,0,0,5.1
2015,Quandre Diggs,Quandre,Diggs,CB,5,9.0000,69.0000,196,0.0000,0.0000,4.5600,0.0000,0.0000,4.1500,7.2200,35.5000,113,17,0,Texas,,0,0,0,5.2
2015,Stefon Diggs,Stefon,Diggs,WR,6,0.0000,72.0000,195,0.0000,0.0000,4.4600,0.0000,0.0000,4.3200,7.0300,35.0000,115,0,0,Maryland,,0,0,0,5.6
2015,Reese Dismukes,Reese,Dismukes,C,6,3.0000,75.0000,296,0.0000,0.0000,5.3100,0.0000,0.0000,4.7000,8.1400,27.5000,107,23,0,Auburn,,0,0,0,5.3
2015,Andrew Donnal,Andrew,Donnal,OT,6,6.0000,78.0000,313,0.0000,0.0000,5.3100,0.0000,0.0000,4.7700,7.8400,32.0000,101,17,0,Iowa,,0,0,0,5.4
